id.orig_p	id.resp_p	missed_bytes	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes
37933	22	0	1	40	0	0
37097	22	0	1	40	0	0
39527	22	0	1	40	0	0
48845	22	0	1	40	0	0
46707	22	0	1	40	0	0
60403	22	0	1	40	0	0
49699	22	0	1	40	0	0
50516	22	0	1	40	0	0
56523	22	0	1	40	0	0
34930	22	0	1	40	0	0
60935	22	0	1	40	0	0
57169	22	0	1	40	0	0
35277	22	0	1	40	0	0
35685	22	0	1	40	0	0
56995	22	0	1	40	0	0
34562	22	0	1	40	0	0
44214	22	0	1	40	0	0
43065	22	0	1	40	0	0
44356	22	0	1	40	0	0
46187	22	0	1	40	0	0
41905	22	0	1	40	0	0
52898	22	0	1	40	0	0
41786	22	0	1	40	0	0
50088	22	0	1	40	0	0
57566	22	0	1	40	0	0
41417	22	0	1	40	0	0
35594	22	0	1	40	0	0
51179	22	0	1	40	0	0
53564	22	0	1	40	0	0
54660	22	0	1	40	0	0
60229	22	0	1	40	0	0
36808	22	0	1	40	0	0
55343	22	0	1	40	0	0
56048	22	0	1	40	0	0
45023	22	0	1	40	0	0
43947	22	0	1	40	0	0
47308	22	0	1	40	0	0
48239	22	0	1	40	0	0
60601	22	0	1	40	0	0
39243	22	0	1	40	0	0
37758	22	0	1	40	0	0
55089	22	0	1	40	0	0
52727	22	0	1	40	0	0
53825	22	0	1	40	0	0
36453	22	0	1	40	0	0
42616	22	0	1	40	0	0
56852	22	0	1	40	0	0
45745	22	0	1	40	0	0
36619	22	0	1	40	0	0
32943	22	0	1	40	0	0
40265	22	0	1	40	0	0
57403	22	0	1	40	0	0
37257	22	0	1	40	0	0
43463	22	0	1	40	0	0
60243	22	0	1	40	0	0
45137	22	0	1	40	0	0
37757	22	0	1	40	0	0
52849	22	0	1	40	0	0
48159	22	0	1	40	0	0
59290	22	0	1	40	0	0
33458	22	0	1	40	0	0
42457	22	0	1	40	0	0
43794	22	0	1	40	0	0
44206	22	0	1	40	0	0
55993	22	0	1	40	0	0
59379	22	0	1	40	0	0
40562	22	0	1	40	0	0
33563	22	0	1	40	0	0
49170	22	0	1	40	0	0
43736	22	0	1	40	0	0
55243	22	0	1	40	0	0
38530	22	0	1	40	0	0
36545	22	0	1	40	0	0
58270	22	0	1	40	0	0
35994	22	0	1	40	0	0
51557	22	0	1	40	0	0
56891	22	0	1	40	0	0
49243	22	0	1	40	0	0
56214	22	0	1	40	0	0
48886	22	0	1	40	0	0
58005	22	0	1	40	0	0
50511	22	0	1	40	0	0
40709	22	0	1	40	0	0
53712	22	0	1	40	0	0
58979	22	0	1	40	0	0
57053	22	0	1	40	0	0
33176	22	0	1	40	0	0
51734	22	0	1	40	0	0
49631	22	0	1	40	0	0
42441	22	0	1	40	0	0
47094	22	0	1	40	0	0
48162	22	0	1	40	0	0
53843	22	0	1	40	0	0
49497	22	0	1	40	0	0
45155	22	0	1	40	0	0
43632	22	0	1	40	0	0
40872	22	0	1	40	0	0
59653	22	0	1	40	0	0
60573	22	0	1	40	0	0
60170	22	0	1	40	0	0
40462	22	0	1	40	0	0
55401	22	0	1	40	0	0
43625	22	0	1	40	0	0
50162	22	0	1	40	0	0
52095	22	0	1	40	0	0
37565	22	0	1	40	0	0
38596	22	0	1	40	0	0
35818	22	0	1	40	0	0
47748	22	0	1	40	0	0
45678	22	0	1	40	0	0
57770	22	0	1	40	0	0
42872	22	0	1	40	0	0
33642	22	0	1	40	0	0
55652	22	0	1	40	0	0
33379	22	0	1	40	0	0
35013	22	0	1	40	0	0
44748	22	0	1	40	0	0
44464	22	0	1	40	0	0
38043	22	0	1	40	0	0
34165	22	0	1	40	0	0
51632	22	0	1	40	0	0
58568	22	0	1	40	0	0
34282	22	0	1	40	0	0
40020	22	0	1	40	0	0
35160	22	0	1	40	0	0
35198	22	0	1	40	0	0
50575	22	0	1	40	0	0
43510	22	0	1	40	0	0
42023	22	0	1	40	0	0
45246	22	0	1	40	0	0
53373	22	0	1	40	0	0
35280	22	0	1	40	0	0
40280	22	0	1	40	0	0
39426	22	0	1	40	0	0
37729	22	0	1	40	0	0
50992	22	0	1	40	0	0
49990	22	0	1	40	0	0
47373	22	0	1	40	0	0
55438	22	0	1	40	0	0
42629	22	0	1	40	0	0
54015	22	0	1	40	0	0
43035	22	0	1	40	0	0
53204	22	0	1	40	0	0
55379	22	0	1	40	0	0
35280	22	0	1	40	0	0
58294	22	0	1	40	0	0
49777	22	0	1	40	0	0
45052	22	0	1	40	0	0
60763	22	0	1	40	0	0
51721	22	0	1	40	0	0
36512	22	0	1	40	0	0
43311	22	0	1	40	0	0
37011	22	0	1	40	0	0
47191	22	0	1	40	0	0
37724	22	0	1	40	0	0
41953	22	0	1	40	0	0
46242	22	0	1	40	0	0
39418	22	0	1	40	0	0
59704	22	0	1	40	0	0
52270	22	0	1	40	0	0
50539	22	0	1	40	0	0
53629	22	0	1	40	0	0
35798	22	0	1	40	0	0
34439	22	0	1	40	0	0
33203	22	0	1	40	0	0
44858	22	0	1	40	0	0
50618	22	0	1	40	0	0
40135	22	0	1	40	0	0
45555	22	0	1	40	0	0
43960	22	0	1	40	0	0
42816	22	0	1	40	0	0
51335	22	0	1	40	0	0
39671	22	0	1	40	0	0
33726	22	0	1	40	0	0
57477	22	0	1	40	0	0
59589	22	0	1	40	0	0
41902	22	0	1	40	0	0
54398	22	0	1	40	0	0
35922	22	0	1	40	0	0
58716	22	0	1	40	0	0
48822	22	0	1	40	0	0
52489	22	0	1	40	0	0
55684	22	0	1	40	0	0
46556	22	0	1	40	0	0
42118	22	0	1	40	0	0
39973	22	0	1	40	0	0
51584	22	0	1	40	0	0
32818	22	0	1	40	0	0
55254	22	0	1	40	0	0
54197	22	0	1	40	0	0
56194	22	0	1	40	0	0
51600	22	0	1	40	0	0
47216	22	0	1	40	0	0
44572	22	0	1	40	0	0
44400	22	0	1	40	0	0
35387	22	0	1	40	0	0
41863	22	0	1	40	0	0
49774	22	0	1	40	0	0
41998	22	0	1	40	0	0
59909	22	0	1	40	0	0
33571	22	0	1	40	0	0
45620	22	0	1	40	0	0
60467	22	0	1	40	0	0
40607	22	0	1	40	0	0
45712	22	0	1	40	0	0
39092	22	0	1	40	0	0
37520	22	0	1	40	0	0
60904	22	0	1	40	0	0
46379	22	0	1	40	0	0
51993	22	0	1	40	0	0
48808	22	0	1	40	0	0
36288	22	0	1	40	0	0
37964	22	0	1	40	0	0
43963	22	0	1	40	0	0
48650	22	0	1	40	0	0
46147	22	0	1	40	0	0
51356	22	0	1	40	0	0
39204	22	0	1	40	0	0
53172	22	0	1	40	0	0
56946	22	0	1	40	0	0
46105	22	0	1	40	0	0
53596	22	0	1	40	0	0
37990	22	0	1	40	0	0
34634	22	0	1	40	0	0
33125	22	0	1	40	0	0
46476	22	0	1	40	0	0
48514	22	0	1	40	0	0
37476	22	0	1	40	0	0
41452	22	0	1	40	0	0
33163	22	0	1	40	0	0
52211	22	0	1	40	0	0
54187	22	0	1	40	0	0
50231	22	0	1	40	0	0
58652	22	0	1	40	0	0
45065	22	0	1	40	0	0
38840	22	0	1	40	0	0
39727	22	0	1	40	0	0
59702	22	0	1	40	0	0
46980	22	0	1	40	0	0
54630	22	0	1	40	0	0
36458	22	0	1	40	0	0
58402	22	0	1	40	0	0
42405	22	0	1	40	0	0
56480	22	0	1	40	0	0
48185	22	0	1	40	0	0
42051	22	0	1	40	0	0
46023	22	0	1	40	0	0
35282	22	0	1	40	0	0
35364	22	0	1	40	0	0
46518	22	0	1	40	0	0
43974	22	0	1	40	0	0
45382	22	0	1	40	0	0
57479	22	0	1	40	0	0
37584	22	0	1	40	0	0
44095	22	0	1	40	0	0
34935	22	0	1	40	0	0
44658	22	0	1	40	0	0
52027	22	0	1	40	0	0
34650	22	0	1	40	0	0
58746	22	0	1	40	0	0
38741	22	0	1	40	0	0
39335	22	0	1	40	0	0
48030	22	0	1	40	0	0
46382	22	0	1	40	0	0
46677	22	0	1	40	0	0
39488	22	0	1	40	0	0
44284	22	0	1	40	0	0
46102	22	0	1	40	0	0
50403	22	0	1	40	0	0
46129	22	0	1	40	0	0
46273	22	0	1	40	0	0
59556	22	0	1	40	0	0
55664	22	0	1	40	0	0
39470	22	0	1	40	0	0
33076	22	0	1	40	0	0
49968	22	0	1	40	0	0
39094	22	0	1	40	0	0
41092	22	0	1	40	0	0
42172	22	0	1	40	0	0
35236	22	0	1	40	0	0
47121	22	0	1	40	0	0
33898	22	0	1	40	0	0
33809	22	0	1	40	0	0
43923	22	0	1	40	0	0
60779	22	0	1	40	0	0
39940	22	0	1	40	0	0
50407	22	0	1	40	0	0
58213	22	0	1	40	0	0
34874	22	0	1	40	0	0
42160	22	0	1	40	0	0
35698	22	0	1	40	0	0
55304	22	0	1	40	0	0
46228	22	0	1	40	0	0
60783	22	0	1	40	0	0
38003	22	0	1	40	0	0
45008	22	0	1	40	0	0
39782	22	0	1	40	0	0
33172	22	0	1	40	0	0
59054	22	0	1	40	0	0
34899	22	0	1	40	0	0
33372	22	0	1	40	0	0
40886	22	0	1	40	0	0
49441	22	0	1	40	0	0
51714	22	0	1	40	0	0
58727	22	0	1	40	0	0
58976	22	0	1	40	0	0
51557	22	0	1	40	0	0
33133	22	0	1	40	0	0
60856	22	0	1	40	0	0
43579	22	0	1	40	0	0
34996	22	0	1	40	0	0
33422	22	0	1	40	0	0
50249	22	0	1	40	0	0
33287	22	0	1	40	0	0
37763	22	0	1	40	0	0
51723	22	0	1	40	0	0
39944	22	0	1	40	0	0
55289	22	0	1	40	0	0
34731	22	0	1	40	0	0
46480	22	0	1	40	0	0
35166	22	0	1	40	0	0
46844	22	0	1	40	0	0
36630	22	0	1	40	0	0
57767	22	0	1	40	0	0
40783	22	0	1	40	0	0
38860	22	0	1	40	0	0
46051	22	0	1	40	0	0
45979	22	0	1	40	0	0
35833	22	0	1	40	0	0
44198	22	0	1	40	0	0
39281	22	0	1	40	0	0
49676	22	0	1	40	0	0
55714	22	0	1	40	0	0
37405	22	0	1	40	0	0
49728	22	0	1	40	0	0
34607	22	0	1	40	0	0
43334	22	0	1	40	0	0
39117	22	0	1	40	0	0
39222	22	0	1	40	0	0
47434	22	0	1	40	0	0
38740	22	0	1	40	0	0
54623	22	0	1	40	0	0
34525	22	0	1	40	0	0
59680	22	0	1	40	0	0
35319	22	0	1	40	0	0
58602	22	0	1	40	0	0
53047	22	0	1	40	0	0
52864	22	0	1	40	0	0
59188	22	0	1	40	0	0
43578	22	0	1	40	0	0
39463	22	0	1	40	0	0
52171	22	0	1	40	0	0
53596	22	0	1	40	0	0
57248	22	0	1	40	0	0
39422	22	0	1	40	0	0
48316	22	0	1	40	0	0
55178	22	0	1	40	0	0
36361	22	0	1	40	0	0
40765	22	0	1	40	0	0
58089	22	0	1	40	0	0
45182	22	0	1	40	0	0
43722	22	0	1	40	0	0
39901	22	0	1	40	0	0
47295	22	0	1	40	0	0
38434	22	0	1	40	0	0
53969	22	0	1	40	0	0
46233	22	0	1	40	0	0
55858	22	0	1	40	0	0
48072	22	0	1	40	0	0
47930	22	0	1	40	0	0
50715	22	0	1	40	0	0
36062	22	0	1	40	0	0
34193	22	0	1	40	0	0
43811	22	0	1	40	0	0
48226	22	0	1	40	0	0
43017	22	0	1	40	0	0
39392	22	0	1	40	0	0
51489	22	0	1	40	0	0
51237	22	0	1	40	0	0
50396	22	0	1	40	0	0
58052	22	0	1	40	0	0
60209	22	0	1	40	0	0
49517	22	0	1	40	0	0
46059	22	0	1	40	0	0
49366	22	0	1	40	0	0
59855	22	0	1	40	0	0
48198	22	0	1	40	0	0
54814	22	0	1	40	0	0
55018	22	0	1	40	0	0
60527	22	0	1	40	0	0
40429	22	0	1	40	0	0
60957	22	0	1	40	0	0
45241	22	0	1	40	0	0
48570	22	0	1	40	0	0
56659	22	0	1	40	0	0
60650	22	0	1	40	0	0
36405	22	0	1	40	0	0
34342	22	0	1	40	0	0
53586	22	0	1	40	0	0
33339	22	0	1	40	0	0
35652	22	0	1	40	0	0
42472	22	0	1	40	0	0
42460	22	0	1	40	0	0
48607	22	0	1	40	0	0
45909	22	0	1	40	0	0
60465	22	0	1	40	0	0
46178	22	0	1	40	0	0
49041	22	0	1	40	0	0
46848	22	0	1	40	0	0
49784	22	0	1	40	0	0
60985	22	0	1	40	0	0
46612	22	0	1	40	0	0
59766	22	0	1	40	0	0
41041	22	0	1	40	0	0
46144	22	0	1	40	0	0
55418	22	0	1	40	0	0
38607	22	0	1	40	0	0
47788	22	0	1	40	0	0
53169	22	0	1	40	0	0
57656	22	0	1	40	0	0
47594	22	0	1	40	0	0
36191	22	0	1	40	0	0
33081	22	0	1	40	0	0
48800	22	0	1	40	0	0
48988	22	0	1	40	0	0
60103	22	0	1	40	0	0
41582	22	0	1	40	0	0
40613	22	0	1	40	0	0
38561	22	0	1	40	0	0
58888	22	0	1	40	0	0
48459	22	0	1	40	0	0
40153	22	0	1	40	0	0
50472	22	0	1	40	0	0
34140	22	0	1	40	0	0
55265	22	0	1	40	0	0
37433	22	0	1	40	0	0
40047	22	0	1	40	0	0
47358	22	0	1	40	0	0
38384	22	0	1	40	0	0
60410	22	0	1	40	0	0
48042	22	0	1	40	0	0
49353	22	0	1	40	0	0
53614	22	0	1	40	0	0
35212	22	0	1	40	0	0
56054	22	0	1	40	0	0
56622	22	0	1	40	0	0
36743	22	0	1	40	0	0
50717	22	0	1	40	0	0
47403	22	0	1	40	0	0
50072	22	0	1	40	0	0
40349	22	0	1	40	0	0
37425	22	0	1	40	0	0
38046	22	0	1	40	0	0
44129	22	0	1	40	0	0
53551	22	0	1	40	0	0
50782	22	0	1	40	0	0
43536	22	0	1	40	0	0
35161	22	0	1	40	0	0
45875	22	0	1	40	0	0
49444	22	0	1	40	0	0
34351	22	0	1	40	0	0
55569	22	0	1	40	0	0
46996	22	0	1	40	0	0
58362	22	0	1	40	0	0
51291	22	0	1	40	0	0
37848	22	0	1	40	0	0
60818	22	0	1	40	0	0
42158	22	0	1	40	0	0
44635	22	0	1	40	0	0
49531	22	0	1	40	0	0
33960	22	0	1	40	0	0
55474	22	0	1	40	0	0
45917	22	0	1	40	0	0
56251	22	0	1	40	0	0
59031	22	0	1	40	0	0
53814	22	0	1	40	0	0
50145	22	0	1	40	0	0
58132	22	0	1	40	0	0
56509	22	0	1	40	0	0
54024	22	0	1	40	0	0
37739	22	0	1	40	0	0
36493	22	0	1	40	0	0
56252	22	0	1	40	0	0
39068	22	0	1	40	0	0
41774	22	0	1	40	0	0
52542	22	0	1	40	0	0
60846	22	0	1	40	0	0
33654	22	0	1	40	0	0
56806	22	0	1	40	0	0
55100	22	0	1	40	0	0
52684	22	0	1	40	0	0
48696	22	0	1	40	0	0
51538	22	0	1	40	0	0
47152	22	0	1	40	0	0
57311	22	0	1	40	0	0
42637	22	0	1	40	0	0
38371	22	0	1	40	0	0
40115	22	0	1	40	0	0
53633	22	0	1	40	0	0
34490	22	0	1	40	0	0
46246	22	0	1	40	0	0
51322	22	0	1	40	0	0
42649	22	0	1	40	0	0
50390	22	0	1	40	0	0
33996	22	0	1	40	0	0
51135	22	0	1	40	0	0
35012	22	0	1	40	0	0
44531	22	0	1	40	0	0
50039	22	0	1	40	0	0
47900	22	0	1	40	0	0
49297	22	0	1	40	0	0
58295	22	0	1	40	0	0
33674	22	0	1	40	0	0
36265	22	0	1	40	0	0
57744	22	0	1	40	0	0
38897	22	0	1	40	0	0
58375	22	0	1	40	0	0
58829	22	0	1	40	0	0
55922	22	0	1	40	0	0
60987	22	0	1	40	0	0
52587	22	0	1	40	0	0
57985	22	0	1	40	0	0
34718	22	0	1	40	0	0
45728	22	0	1	40	0	0
57645	22	0	1	40	0	0
34059	22	0	1	40	0	0
56697	22	0	1	40	0	0
34927	22	0	1	40	0	0
41251	22	0	1	40	0	0
49675	22	0	1	40	0	0
36686	22	0	1	40	0	0
46616	22	0	1	40	0	0
33332	22	0	1	40	0	0
43287	22	0	1	40	0	0
60123	22	0	1	40	0	0
46101	22	0	1	40	0	0
42393	22	0	1	40	0	0
48995	22	0	1	40	0	0
58621	22	0	1	40	0	0
51692	22	0	1	40	0	0
41083	22	0	1	40	0	0
57369	22	0	1	40	0	0
49390	22	0	1	40	0	0
43641	22	0	1	40	0	0
56894	22	0	1	40	0	0
53200	22	0	1	40	0	0
51418	22	0	1	40	0	0
48001	22	0	1	40	0	0
37350	22	0	1	40	0	0
40497	22	0	1	40	0	0
55955	22	0	1	40	0	0
51696	22	0	1	40	0	0
37913	22	0	1	40	0	0
37520	22	0	1	40	0	0
49788	22	0	1	40	0	0
54968	22	0	1	40	0	0
40527	22	0	1	40	0	0
50492	22	0	1	40	0	0
47983	22	0	1	40	0	0
33074	22	0	1	40	0	0
44549	22	0	1	40	0	0
47928	22	0	1	40	0	0
48532	22	0	1	40	0	0
36315	22	0	1	40	0	0
41017	22	0	1	40	0	0
39766	22	0	1	40	0	0
57088	22	0	1	40	0	0
44894	22	0	1	40	0	0
58829	22	0	1	40	0	0
54782	22	0	1	40	0	0
55759	22	0	1	40	0	0
55913	22	0	1	40	0	0
45427	22	0	1	40	0	0
38848	22	0	1	40	0	0
56735	22	0	1	40	0	0
45844	22	0	1	40	0	0
39314	22	0	1	40	0	0
34288	22	0	1	40	0	0
49289	22	0	1	40	0	0
58202	22	0	1	40	0	0
57855	22	0	1	40	0	0
42545	22	0	1	40	0	0
34940	22	0	1	40	0	0
40086	22	0	1	40	0	0
33938	22	0	1	40	0	0
35415	22	0	1	40	0	0
39574	22	0	1	40	0	0
52011	22	0	1	40	0	0
41740	22	0	1	40	0	0
45364	22	0	1	40	0	0
56772	22	0	1	40	0	0
37953	22	0	1	40	0	0
35706	22	0	1	40	0	0
44846	22	0	1	40	0	0
35551	22	0	1	40	0	0
54365	22	0	1	40	0	0
57609	22	0	1	40	0	0
50011	22	0	1	40	0	0
36817	22	0	1	40	0	0
43141	22	0	1	40	0	0
37543	22	0	1	40	0	0
46382	22	0	1	40	0	0
48462	22	0	1	40	0	0
57320	22	0	1	40	0	0
54547	22	0	1	40	0	0
44094	22	0	1	40	0	0
56071	22	0	1	40	0	0
34083	22	0	1	40	0	0
59551	22	0	1	40	0	0
44385	22	0	1	40	0	0
44332	22	0	1	40	0	0
51825	22	0	1	40	0	0
35997	22	0	1	40	0	0
53144	22	0	1	40	0	0
52623	22	0	1	40	0	0
46506	22	0	1	40	0	0
48630	22	0	1	40	0	0
38015	22	0	1	40	0	0
35599	22	0	1	40	0	0
55867	22	0	1	40	0	0
36807	22	0	1	40	0	0
44352	22	0	1	40	0	0
58304	22	0	1	40	0	0
41039	22	0	1	40	0	0
33551	22	0	1	40	0	0
36582	22	0	1	40	0	0
33963	22	0	1	40	0	0
33668	22	0	1	40	0	0
33943	22	0	1	40	0	0
46008	22	0	1	40	0	0
43591	22	0	1	40	0	0
41159	22	0	1	40	0	0
55976	22	0	1	40	0	0
52069	22	0	1	40	0	0
41914	22	0	1	40	0	0
57496	22	0	1	40	0	0
38424	22	0	1	40	0	0
58092	22	0	1	40	0	0
55652	22	0	1	40	0	0
59760	22	0	1	40	0	0
45600	22	0	1	40	0	0
35816	22	0	1	40	0	0
36858	22	0	1	40	0	0
38933	22	0	1	40	0	0
52399	22	0	1	40	0	0
52414	22	0	1	40	0	0
51045	22	0	1	40	0	0
33986	22	0	1	40	0	0
35866	22	0	1	40	0	0
53780	22	0	1	40	0	0
41414	22	0	1	40	0	0
46596	22	0	1	40	0	0
55029	22	0	1	40	0	0
39790	22	0	1	40	0	0
35543	22	0	1	40	0	0
39142	22	0	1	40	0	0
45248	22	0	1	40	0	0
50946	22	0	1	40	0	0
45487	22	0	1	40	0	0
38034	22	0	1	40	0	0
60839	22	0	1	40	0	0
38248	22	0	1	40	0	0
35217	22	0	1	40	0	0
33974	22	0	1	40	0	0
56226	22	0	1	40	0	0
53694	22	0	1	40	0	0
39274	22	0	1	40	0	0
48812	22	0	1	40	0	0
59335	22	0	1	40	0	0
38619	22	0	1	40	0	0
34559	22	0	1	40	0	0
53462	22	0	1	40	0	0
58077	22	0	1	40	0	0
36021	22	0	1	40	0	0
38530	22	0	1	40	0	0
44499	22	0	1	40	0	0
33024	22	0	1	40	0	0
32963	22	0	1	40	0	0
36541	22	0	1	40	0	0
42034	22	0	1	40	0	0
44003	22	0	1	40	0	0
53322	22	0	1	40	0	0
53315	22	0	1	40	0	0
40597	22	0	1	40	0	0
52006	22	0	1	40	0	0
50553	22	0	1	40	0	0
34116	22	0	1	40	0	0
34080	22	0	1	40	0	0
60448	22	0	1	40	0	0
53126	22	0	1	40	0	0
44509	22	0	1	40	0	0
57433	22	0	1	40	0	0
44820	22	0	1	40	0	0
45896	22	0	1	40	0	0
47295	22	0	1	40	0	0
33395	22	0	1	40	0	0
36513	22	0	1	40	0	0
52618	22	0	1	40	0	0
53268	22	0	1	40	0	0
42410	22	0	1	40	0	0
59496	22	0	1	40	0	0
55268	22	0	1	40	0	0
59914	22	0	1	40	0	0
58444	22	0	1	40	0	0
33128	22	0	1	40	0	0
38182	22	0	1	40	0	0
53653	22	0	1	40	0	0
55480	22	0	1	40	0	0
46548	22	0	1	40	0	0
35017	22	0	1	40	0	0
42963	22	0	1	40	0	0
53311	22	0	1	40	0	0
60020	22	0	1	40	0	0
59605	22	0	1	40	0	0
37218	22	0	1	40	0	0
53021	22	0	1	40	0	0
49216	22	0	1	40	0	0
57315	22	0	1	40	0	0
58183	22	0	1	40	0	0
50837	22	0	1	40	0	0
48315	22	0	1	40	0	0
58801	22	0	1	40	0	0
35778	22	0	1	40	0	0
55774	22	0	1	40	0	0
37873	22	0	1	40	0	0
35756	22	0	1	40	0	0
52376	22	0	1	40	0	0
39746	22	0	1	40	0	0
44098	22	0	1	40	0	0
49687	22	0	1	40	0	0
35093	22	0	1	40	0	0
34861	22	0	1	40	0	0
57371	22	0	1	40	0	0
53772	22	0	1	40	0	0
50713	22	0	1	40	0	0
39514	22	0	1	40	0	0
33242	22	0	1	40	0	0
54233	22	0	1	40	0	0
49890	22	0	1	40	0	0
38676	22	0	1	40	0	0
38670	22	0	1	40	0	0
48399	22	0	1	40	0	0
58482	22	0	1	40	0	0
